product_no,review_id,rating,text,created_at
1,317072237731,1,물건은 항상 늦게 사야할 듯,2024-10-06 12:36:06+00:00
1,318986398842,1,선물한거라 사진이 없어요 잘쓰고 있다고 합니다,2024-08-25 11:39:11+00:00
1,343806233720,5,선물용으로 구매했는데 너무 만족했습니다! 감사합니다!,2025-12-27 20:10:30+00:00
1,360353898644,5,넘 맘에 들어요‘! ㅎㅎ 커피 맛도 좋아서 완전 대만족!,2025-12-29 16:45:35+00:00
1,404723056875,1,7월 3일 정가로 결제 7월 4일 웬일로 하루만에 총알배송 7월 5일 53% 할인행사 공지??? 다른 사이트에서 싸게 파는거 무시하고 그래도 좀 더 주고 공홈에서 구입하는게 확실하고 낫겠다싶어 구매했는데 이게 무슨 어이없는 일이.. 캡슐 사러 들어왔다가 머신 가격이 저렇게까지 떨어진거 보니 허탈하고 캡슐 사고싶은맘 확 사라지네요 13만원에도 살 수 있는 기계를 30만원 가까이 주고 산 사람들은 뭐가되나요? 형식적인 답변 달거면 그냥 달지말아주세요,2024-07-12 13:55:27+00:00
1,424210960900,5,버츄오 빠르게 잘 받았어요. 너무 이뻐요,2025-12-31 21:45:12+00:00
1,431626833640,5,아이스.라떼 모드 땜에 팝이랑 플러스.고민하다 플러스 선택. 화이트품절이라 블랙했는데 이쁘네요. 첫 세척후 사용하는데 별 탈없이 이쁘게 추출됩니다,2026-01-05 10:56:25+00:00
1,468341991042,5,저희집에서 워낙 잘 쓰고있어서 어머니 집에도 사드렸어요. 커피는 먹고싶고 나가긴 귀찮을 때가 종종 있는데 딱이라고 좋아하셨습니다 ㅎㅎ,2025-12-21 11:05:03+00:00
1,469779832429,5,집에서 즐기는 홈카페에요 크레마 폼도 풍성하고 카피내릴때 향도 풍부해서 커피마시는 시간이 즐겁습니다 그리고 조작이 편리해서 제일 좋아요👍,2026-01-03 11:19:13+00:00
1,491087649114,1,라이브방송때 네쇼페 쿠폰받은거 보다 비쌌어요ㅠㅠ쿠폰있을때 사시길~~,2024-10-22 17:35:05+00:00
1,501778409700,1,그냥 저냥 대충써료,2023-01-10 12:44:52+00:00
1,502828677508,1,초기불량 때문에도 스트레스였고 다시 교체해주는걱도 너무 번거롭고 진행도 너무 늦고 전 별로 만족스럽진않는듯해요,2022-08-02 16:04:02+00:00
1,504824911053,5,엄청 부드럽고 이전 버전에 비해 안시끄러워서 좋아요 ㅎㅎ,2026-01-01 13:37:53+00:00
1,511592597364,5,커피 맛있어요 커피향도 너무 좋고 거품이 생겨 아주 부드럽네요,2025-12-31 14:35:57+00:00
1,521412004312,5,외국에서 사용하는데 헤드오류가 있네요 ㅜㅜ 사용후 안닫히는데... 그래도 커피 맛은 끝내줍니다,2025-12-05 22:32:34+00:00
1,523137004798,5,"커피머신 처음 사봤는데 매우 잘산거같아요. 아이보리 컬러가 집 분위기와 잘 어울리고 개인적으로는 커피 가게와 퀄리티 차이가 느껴지지 않았고 커피값을 아낄 수 있어서 좋네요. 구매 전에 후기에서 거품(?) 부분에 대해 부정적인 이야기가 있길래 걱정했는데, 저는 맛있고 좋았어요. 캡슐 샘플 주셔서 저한테 맞는 커피맛을 찾을 수 있었는데, 산미 없는 아메리카노 좋아하시면 인덴소 추천이요. 아 근데 커피마다 어울리는 물 용량으로 나오더라구요. 저는 추출시 제가 물 양을 조절하고 싶은데, 이 부분이 아쉬웠어요.",2025-11-28 13:33:15+00:00
1,539086638052,1,"박스 테이프 위에 다시 포장한 거 보내고 환불 안해줘서 일주일만에 교환으로 다시 받았는데, 또 박스테이프 위에 테이프 붙어있었고. 구찮아서 그냥 쓰는데 크레마는 그냥 거품 같고 커피에 깊은 맛이 하나도 없음…평소에 진하고 쓴 커피 좋아하는데, 이건 그냥 쓰기만 함… 버츄오는 스벅외엔 호환커피도 없고. 타브랜드 캡슐머신 3브랜드 이상 써봤는데….ㅎ ㅏ",2025-10-30 22:43:41+00:00
1,543982391212,1,구매하고 첫 사용 순간입니다ㅡㅡ 자동세척하는데 사방팔방 물 다 튀고왜이러나요,2024-12-02 10:52:28+00:00
1,552936031349,1,초기 불량상품이 왔고 교환이 아닌 상품을 확인 후 불량이 인정되면 새 상품을 보내준다고 했습니다. 영상 촬영도 다 했고 안되는 부분을 이야기하니 불량이 맞지만 교환후 상품을 보내준다길래 항의해서 새 상품을 받았는데요 제가 만약 건의 항의하지 않았다면 이 정책은 그대로 유지되었겠죠 거기에 새로온 상품도 물 줄기가 세지 않아서 이게 맞는건가 의아해했습니다. 네스프레소를 구매한 소비자의 입장에서 그 소비자의 시간도 소중하게 여겨주셨으면 합니다. 환불 교환정책도 조금 더 개선해주시기를 바랍니다.,2024-08-15 20:37:24+00:00
1,554197909413,5,잘 쓰고 있어요..오리지널머신보다 소음이 작아서 주문했는데 물 추가를 내맘대로 할 수 없어 좀 아쉽네여..,2025-12-22 20:35:15+00:00
1,567299499939,5,동생커플집들이선물로ㅋㅋ 너무좋아하네요 배송도빠르고ㅡ선물한제가기분이더좋네요 감사합니다🫶🏻,2025-12-25 22:35:43+00:00
1,587333630922,1,반품된 상품 테이프만 재포장해서 판매하나요? 받았는데 찝찝했어요. 당장 주말에 선물해야해서 교환은 시간이 촉박하고 반품 후 재주문하려니 쿠폰 적용이 안되고... 다들 저처럼 똑같이 포장된 거 받으신 건가요?,2022-11-17 22:52:20+00:00
1,647753843438,1,"반품한거 재포장인가요? 박스테이프가 덧붙여져있네요. 그리고 제조가 22년10월이고,제기프트 박스도 테입이 떨어져 있구요. 일단 개봉 했어서 일단 설치만해 봤습니다. 에어로치노4 도 구매했는데 파손되어 와서 교환도 엄청 번거로워서 ... 일단 사용해보려구요. 고장 안나길...",2024-01-15 16:32:36+00:00
1,662322563343,1,1. 시리얼넘버 조회불가뜸 2. 시리얼넘버이슈 이전에 이거 구매하기전이 물어볼거있어서 고객센터 전화했었음 그런데 오프라인매장+온라인고객센터 모두 네이버는 정식 스토어가 아니라고하며 내가 정식 제품을 안사면 보증을 받을수없다고 조롱 짜증 고객을 가르치려는 언사 비아냥등 개열받는 응대를함 3. 이후 아무리봐도 공식맞아서 그냥 여기서 구매후 시리얼넘버등록하려하니 조회불가라고뜸 4.스토어 톡상담으로 문의 남기니 그건 고객센터에서 해결하라함 4. 고객센터에서 결국 구매이력 영수증캡쳐 다 받아가고 원격 카메라로 구매날짜까지 캡쳐해감 5. 첫 전화때 고객센터 상담사+ㄴㅇ롯데백화점 지점의 환상의 불쾌 콜라보로 오만정이 다 떨어짐 6. 이거 선물용이었음ㅋㅋㅋ 진짜 역대급 민망하고 내가 무슨 백만원짜리 선물도 아닌데 이렇게까지 네스프레소에 이상한사람 취급받아야하나 현타옴 7. 아직도 네스프레소 고객센터랑 처음 통화할때 불쾌한 대응에 이가 갈림( 고객님 네이버는 공식이 아.니.라.니.까.요? 고객님이 사시려고하는건 정.품.보.증.을. 받을수가 없으시다구요 하) 8. 이상담사는 심지어 내가 ㄴㅇ롯백지점에서 롯백상품권으로 캡슐추가구매건을 문의하는데 자꾸 기기얘기만함 나도 천천히 캡슐부분을 반복해서 말하니까 진짜 이렇게 답함 상담사: 고객님 왜 계속 저보고 그걸 말하세요? ㅋㅋㅋ결국 처음부터 했던 캡슐부분구매 부분을 다시말하자 아 알겠다고 하면서 제대로 답변해줌(구라같죠? 네스프레소 이거 혹시 읽으면 그쪽도 통화녹음해놨을테니 들어보세요^^ 꼭 처음부터 끝까지 들으세요) 9. 이모든 것들이 단지 십몇만원짜리 작은 이사선물을 기분좋게 선물해주려다가 일어남 10. 결론: 내가 죄인이오~ 네이버에서 주문해 이사 선물해준 내가 미ㅊ인간입니다~,2024-10-02 19:49:41+00:00
1,680495013387,1,여전히 캡술투입부분에 알수없는 냄새는 여전하네요,2023-03-15 10:19:57+00:00
1,697852973711,1,개거품처럼 만들어지는데... 배송까지 걸린 시간도 그렇고 만족감을 느낄 순 없네요 풍부한 크레마가 이 기계의 포인트인거 같은데... 왜 개거품처럼 만들어지는지...,2023-12-19 10:46:47+00:00
1,697936443186,5,정식몰에서 믿고 구매할 수 있어서 좋았습니다. 같이 들어있는 12가지 캡슐로 나에게 맞는 커피를 찾아 마실 수 있는 재미도 있고 정말 만족합니다. 부드러운 크레마가 풍부하여 정말 맛있게 커피를 마시고 있어서 좋네요~^^,2025-12-20 10:19:26+00:00
1,708500237602,5,캡슐커피는 편하고 맛나서 좋습니다.,2026-01-04 10:44:07+00:00
1,722342345448,1,굉장히 소음 커요. 산 걸 후회합니다. 기계가 되었다 안 되었다 하고. 그나마 다른 버전보다 나은 듯 해서 샀는데 버츄오 대신 오리지널 살 걸 그랬네요. 훨씬 아담하고 소음도 작고 사용하기 좋습니다. 제가 산 기계는 됐다 안 됐다 하고 이틀째 사용 중인데 소음 들으면 고장난 것 같아요.,2025-06-26 21:04:07+00:00
1,740376078544,1,가격변동 하.....,2025-12-30 14:18:28+00:00
1,772732788467,5,먼저쓰고 있던 버츄오 머신 만족도가 높아 커피 자쥬 먹는 친구에게 선물로 주었어요! 캡슐 세트도 함께 들어잇어서 친구가 매우 좋아했어요. 100개 캡슐 세트도 함께 보냈는데 네이버 스토어에서는 구매가 안되서 택배가 따로 갔네요 ㅜㅠ 아쉽습니다‘,2025-12-24 14:13:26+00:00
1,777224384918,1,구매하신분들도 꼭 한번 확인해보셔요 저 3번째 주문해서 그냥 수락하긴했는데 상품이 만족스럽지가 않습니다 첫번째 받았을때 이건 분명히 불량이다 스크래치가 너무심했거든요 캡슐투입구 열어서 왼쪽편인데요 반품하고 재구매했어요 그런데 두번째도 마찬가지더라구요 ㅠ 화나긴 했지만 또 반품하고 다시 재구매했습니다 그런데 또 그렇네요 싸게 직구하는방법도있고 몇만원차이나는 인터넷판매가도있지만 비싸도 공식샵에서 구매했는데 이정도면 상품이 거의다 이모양인가봅니다 포기하고 구매확정하긴했지만 매장가서 직접확인하고 사는게 맞았을까 싶네요,2022-03-06 19:46:49+00:00
1,807640154292,5,저는 매트블랙으로 했는데 집이랑 너무 잘 어울립니다 유튜브 동영상보고 잘 하시면 쉽습니다 못외워서 그러지 커피맛도 너무 좋아서 대만족 입니당 -~~,2025-12-24 18:00:21+00:00
1,814584258380,5,매트블랙 생각보다 더 이뻐요 정품등록하고 첫 세척하고 첫잔 내려봅니다. 하도 맛있다 맛있다 해서 넘 기대가 컸는지 그럭저럭 괜찮은 맛 정도네요 ㅋㅋㅋ 웰컴키트 먹어보고 입맛에 맞는걸로 주문해야겠어요.,2025-12-31 23:33:30+00:00
1,818604381006,1,할인 행사 하루전에 구입,2024-07-11 10:37:50+00:00
1,836254656322,5,언제 세일하나 목빠지게 기다렸다 구매했습니다 대만족 감사합니다!,2026-01-05 10:56:40+00:00
1,863054985680,5,"아침에 카페인 없으면 안되는 사람으로서 대만족중인 제품입니다. 맛있는 커피를 간단히 뽑을수 있는점이 제일 좋은것 같습니다. 캡슐 넣는부분이 자동으로 열리고 닫히며, 사용한 캡슐을 자동으로 수거통으로 넘겨주는 부분도 편합니다.",2025-12-12 17:02:10+00:00
1,872948462538,5,옛날 라떼시마에서 버츄오로 바꾸니 크래마가 부드럽고 커피향이 좋네요,2026-01-03 18:58:15+00:00
1,875202925769,1,누가봐도 초기 센서 불량 아닌가요? 사용법 확인하고 테스트하려고 하니까 첨에 터치해서 올라간 뚜껑이 내리려고 하니 아무리 터치해도 다시 내려오지는 않네요… 톡톡 상담하기로 불량건 접수해달라니까 저희집 콘센트가 불량이라는듯 방방 콘센트마다 꽂아보라고 하고 추워서 기계작동이 안되는거일수 있다고 하면서 2시간 뒤에 다시 해보라고해서 받은지 3시간도 지났다고 as 접수를 왜 안해주려고 하는건지 몇십분간 실랑이를 했네요ㅜㅜ 답답해 죽는지 알았어요!!! 그리고 기사님 방문 약속도 안지켜서 임대기계가 4일쯤 더 딜레이되서 아주 불만족 입니다 As도 접수 잘 안해주려고 하고 받자마자 이런 문제인거면 바로 새 기계로 교환해 주는게 맞지 않나요??? 본사 as팀까지 배송되서 불량 판정나면 그때 어떻게 해줄지 결정하는 시스템 같은데 아무리 그 기간동안 임대기계 지원해 준다지만 그 기간 아무리 짧아도 1주일은 더 될거 같은데 내돈주고 산 내껄 쓰고 싶지 임대기계 사용하고 싶지는 않아요,2022-12-22 20:22:35+00:00
1,875323447452,1,추츌할때 어쩔때 끼익하고 이상한 소리가나요!,2025-01-09 22:47:14+00:00
1,881363299024,5,디자인도 좋고 성능도 마음에 들어요,2026-01-01 18:09:07+00:00
1,897148050839,5,배송 빠르고~ 웰컴키트 너무 좋네요!! 블랙색상 이뻐요~,2025-12-26 13:42:10+00:00
1,902795085486,1,할인한다고해서 20만9천원에 샀는데 바로 그 다음달 15만원에 파는게 고객우롱 아닌가요!? 몇달지나서 하던지…!!!,2022-11-27 22:42:56+00:00
1,944884907304,5,초창기 샀던 머신 10년넘게쓰다 보내고 드뎌 버츄오 사먹어보네요ㅎ 크롬살까 고민하다 블랙이 할인도높고 괜찮아보여 샀어요 깔끔하고 자동이라 편하네요 기존꺼보다 양이많아서 적응안되지만 부드럽고 맛나요ㅎ,2025-12-24 12:54:52+00:00
1,947218437249,1,에어락? 때문에 첨에 클리닝하는데 한참 애먹었습니다. 설명서에 따로 표기하시거나 다른 부가설명이 있었으면 하네요 20번을 시도해서 겨우 물이나오네요,2022-12-15 10:48:55+00:00
1,957196280613,1,배송받고 바로 사용했는데 문제가 있어 고객센터에 문제요청을해서 다시 받았지만 서비스가 만족스럽지않아요,2024-08-05 14:32:41+00:00
1,999373276451,1,별하나도 아까운 제품 상품하자 문의글이 많아서 설마했는데 왠지 싼 이유가 있었던 제품이였네요 받자마자 출수버튼 전원은 들어오는데 뚜껑이 안덮어져 상담원통해 수거접수 했어요 근데 하는 말이 방마다 전원꽂아 보라는 설명 ㅋㅋ 와 웃음밖에 안나오는 응대수준.. 기본적인 기술적인 설명할 기사상담원도 없는 수준의 고객센터.. 무조건 수거한다는 설명 전원은 들어오는데 뚜껑이 안닫히는 이유 설명 못하고 무조건 수거기간만 4-5일 일주일 이상 소요 반품환불 안됨.. 상당원 귀찮다는 말투 네네 그러세요 네.. 진짜 욕나오는 고객센터네요 싼맛에 걍 쓰다 버릴랍니다,2022-11-21 12:20:30+00:00
1,1000547371649,1,스마트 스토어 응대가 참 불친절 팔면 끝이라는 식 맞교환 어려운것도 아닌일을 정책상 들먹이면서 이리저리 상담받구 취소하구 재구매하구 일을 복잡하게 처리 하내요,2024-09-13 20:05:12+00:00
1,1000874494308,1,산지 2주 됐는데 진짜 호구 된거 같네요ㅡㅡ 커피라도 주세요,2022-11-08 20:04:28+00:00
1,1001424201561,5,신혼집선물했어요 향도맛도 좋아요,2026-01-02 21:50:00+00:00
1,1001789672839,5,친구 집들이 선물로 구매했습니다. 사진 받아서 첨부합니다~,2025-12-23 17:47:22+00:00
1,1020117715543,5,빠르고 포장도 꼼꼼하게 잘 왔어요 :) 예전부터 사고싶었던 버츄오플러스!!! 완전 만족스러워요ㅎㅎ커피맛도 넘 좋아요 ! 스타벅스안가도 될맛,2025-12-19 13:53:55+00:00
1,1024912384533,1,옆집은 10만원대인데 너무한거 아님??,2025-01-22 18:37:15+00:00
1,1026627103955,1,선물도 하려고 두대 샀어요 할인한다고해서 20만9천원에 샀는데 바로 그 다음달 15만원에 파는게 고객우롱 아닌가요!? 몇달지나서 하던지…!!!,2022-11-27 13:00:57+00:00
1,1027031646626,5,고민한게 무색할정도. 커피값 아끼고 맛 향 다양해서 정말 좋아요! 추천추천!,2025-12-11 20:41:20+00:00
1,1073928282622,5,커피머신기는 아묻따 네스프레소 전에는 다른 모델 사용했었는데 그거 엄마 드리고 다른모델로 구매해봤어요 캡슐호환이 되지 않는다는 단점이 있지만 크레마가 풍성하고 요 모델이 커피는 제일 맛있어요 디자인도 군더더기 없이 예뻐요,2025-12-17 22:20:08+00:00
1,1078600696061,5,화이트 색상으로 하길 너무 잘했어용! 주방이 쫌 더 환해진 느낌?ㅎㅎ 가족들 다 맘에 들어하고 커피 내리는 과정이 간단해져서 좋다고 하시네요ㅎㅎ 일반 커피머신 쓰고 있었는데 원두 붓고 커피찌꺼기 처리하고 물 채우고 뭐하고 할 거 많다고 심플한 캡슐머신 하나 사고 싶다고 하셔서 사드렸는데 캡슐 넣고 커피잔 준비해서 버튼만 누르면 돼서 편하네요〰️ 웰컴기프트도 커피 취향 알아가기 너무 좋은 사은품이라 대만족이에용!!,2025-11-28 16:28:58+00:00
1,1098543006287,1,크리마가 넘많고 미니에센자랑 커피맛이다른지모켔네요.비싸게 주고샀음 더열받을뻔 그냥자동이라서 좋네요.커피가 호환이 안되서 더별루여요,2022-12-21 13:38:23+00:00
2,4107139929,1,주문을 오로라 핑크로 했는데 블루로출고를 했으면 죄송하다는 답변을 주셔야쥐 저희 부모님댁에 설치라 확인을 늦게한점은 잘못이지만 빛각도 때문에 핑크가 맞다고하시는거 너무 웃기네요 그리고 고객센테 너무 연결 안됩니다 다음번에는 쿠쿠제품 고민해봐야할듯해요,2025-10-21 17:07:29+00:00
2,35941632873,5,"인덕션살때 진짜 많은걸 고려했는데 쿠쿠를 선택하게된건 유명한브랜드이기도 하고, 색상도 예뻤고 에너지효율 1등급에 상판도 중국산이아니라서 선택했어요, 받아서 지금 쓰는데 정말깔끔하고 깨끗함 그리고 인터페이스가 한눈에 알아보기쉬워서 좋아요 자동으로 꺼지는 기능도 있어서 안심이구요, 생각보다 상판도 많이 안긁히고 튼튼해서 잘쓰고있습니다. 가전사면서 다른브랜드에서 묶어서 살까 고민하다가 상판이 오래쓰면 지저분해지는건 마찬가지일거같아서 가격착한 쿠쿠로 왔는데 가격은착한데 기능이 차이나지않고 오히려 직관적으로 좋아서 만족스럽습니다! 저희 엄마집은 유명가전꺼 쓰고있는데 써봤을때 큰 차이가 없어서 놀라웠어요! 정말 추천하고싶습니다 가격도 착하고 너무나도 마음에 쏙들어요",2025-12-29 12:28:48+00:00
2,74420844094,1,설치시 기사님들이 말도안되는 소리해서 불쾌했지만 제품은좋습니다,2024-08-31 18:42:47+00:00
2,85832612802,1,기존에 쿠쿠하이브리드 5~6년 사용중이었는데 그 동안 a/s 및 부품교체를 3~4번 정도로 수리비가 엄청났어요. 그래서 이번에 고장난 김에 타사 제품을 새로 구매하고 싶었지만 빌트인으로 타공된 싱크대 상판 사이즈가 다르면 좀 번거로울것 같아 같은 브랜드 쿠쿠로 구매할 수 밖에 없어 아쉬워요.,2025-09-22 15:11:46+00:00
2,93553978985,1,인덕션 설치하면서 싱크대 다 긁어놓고 갔어요 새로 산 신축집인데 너무 짜증나네요 그러면서 하는말이 전문가가 아니라 어쩔 수 없대요 그럼 설치포함 상품을 팔지 마셨어야죠 그런 무책임한 발언이 어디있나요 그리고 고객센터 연락하니 기사님이랑 합의하라 하네요 제가 기사님한테 물건 샀나요? 왜 잘못한것도 없는 소비자가 합의를 해야하는지 이해가 안되네요 서비스가 너무 엉망이고 다시는 쿠쿠에서 물건 안삽니다,2024-08-26 11:48:48+00:00
2,95046209214,5,"엄마네 집 주방 리모델링하면서 가스 치우고 인덕션으로 바꿨어요~ 너어어어무 예뻐요 저희집은 검은색 쓰는데 화이트 깔끔하고 정말 넘 예뻐여!! 인덕션 매트도 화이트라 암거나 깔아두 이뻐여!! 저희 집거보다 (*첸) 약간 소음이 있어요.. 주방에 핸드폰 진동소리인 줄 알았는대 3단 켜놨다 하시더라구요,,",2026-01-04 18:36:37+00:00
